Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,RefName
2,Joel Embiid,Projected,10.1,20.3,1.4,3.9,9.9,12,2.4,12.3,4.1,1.2,1.5,3.4,2.9,31.6,0.5,0.368,0.824,embiijo01
1,Giannis Antetokounmpo,Projected,11.1,20.1,1.2,4.1,8.1,11.5,2.1,12.5,6.3,1.2,1.4,3.6,3.3,31.6,0.555,0.301,0.706,antetgi01
3,Luka Dončić,Projected,10.2,21.4,3.1,8.7,5.8,7.7,1,9.2,8.9,1.1,0.6,4.3,2.3,29.2,0.474,0.358,0.75,doncilu01
4,Trae Young,Projected,9.3,20.1,3,7.9,7.2,8,0.7,4.1,9.9,1,0.2,4.1,1.8,28.7,0.461,0.378,0.896,youngtr01
5,Stephen Curry,Projected,9.2,20.5,4.7,12.3,4.8,5.3,0.6,5.6,6.2,1.3,0.3,3.4,2.1,27.9,0.447,0.387,0.915,curryst01
6,Kevin Durant,Projected,9.8,19,2.1,5.4,6.2,6.9,0.5,7.1,5.9,0.8,1,3.4,2.1,27.9,0.514,0.391,0.898,duranke01
7,Nikola Jokić,Projected,10.6,18.5,1.4,4,5.1,6.2,2.9,13.2,8.3,1.5,0.8,3.7,2.8,27.7,0.572,0.35,0.827,jokicni01
8,Devin Booker,Projected,9.9,20.7,2.5,6.7,5.1,5.9,0.7,5,5.1,1,0.4,2.8,2.8,27.4,0.477,0.373,0.874,bookede01
10,Donovan Mitchell,Projected,9.6,21.4,3.5,9.6,4.5,5.3,0.9,4.7,5.5,1.4,0.2,3,2.5,27.2,0.45,0.367,0.852,mitchdo01
9,LeBron James,Projected,10.3,20.3,2.6,7.3,4.2,5.7,1,7.8,6.8,1.2,0.8,3.6,2.1,27.2,0.506,0.35,0.727,jamesle01
11,Jayson Tatum,Projected,9.4,20.2,3,8.1,5,5.8,1.1,7.9,4.3,1.1,0.6,2.7,2.2,26.7,0.462,0.373,0.856,tatumja01
12,Bradley Beal,Projected,9.6,20.7,2,6,5.3,6.2,1.1,4.8,5.6,1,0.4,3.2,2.4,26.6,0.465,0.329,0.857,bealbr01
13,Kyrie Irving,Projected,9.7,20.1,3,7.4,3.8,4.2,0.8,4.7,5.7,1.4,0.6,2.4,2.7,26.2,0.483,0.406,0.91,irvinky01
14,Ja Morant,Projected,9.6,19.6,1.5,4.5,5.4,7.1,1.3,5.6,7.7,1.2,0.4,3.5,1.7,26.2,0.489,0.342,0.761,moranja01
15,Karl-Anthony Towns,Projected,9.2,17.7,2.3,5.8,5.5,6.6,2.8,10.6,4.2,1,1.2,3.2,3.8,26.2,0.517,0.404,0.83,townska01
16,Damian Lillard,Projected,8.3,19.1,3.6,9.8,5.9,6.6,0.5,4.3,7.2,0.8,0.3,2.9,1.5,26,0.432,0.363,0.898,lillada01
17,Zach LaVine,Projected,9.1,18.7,3,7.6,4.7,5.6,0.5,5,4.7,0.8,0.4,2.9,2.1,25.9,0.484,0.398,0.846,lavinza01
18,DeMar DeRozan,Projected,9.3,18.6,0.6,1.7,6.5,7.5,0.7,5.1,5.5,0.9,0.3,2.3,2.4,25.6,0.498,0.328,0.871,derozde01
19,Jaylen Brown,Projected,9.2,19.2,2.7,7.3,3.7,4.9,1,6.5,3.6,1.2,0.4,2.8,2.8,24.9,0.481,0.374,0.76,brownja02
20,Shai Gilgeous-Alexander,Projected,8.6,18.1,1.7,5.2,5.7,7,0.7,5.4,5.8,1.2,0.8,2.7,2.4,24.6,0.473,0.336,0.813,gilgesh01
21,Paul George,Projected,8.6,19.7,3.2,8.3,4,4.7,0.7,7,5.4,1.7,0.5,3.7,2.6,24.4,0.438,0.379,0.858,georgpa01
22,Brandon Ingram,Projected,8.7,18.6,1.9,5.2,5,5.9,0.7,6,5.5,0.7,0.6,2.8,2.3,24.3,0.469,0.363,0.846,ingrabr01
23,De'Aaron Fox,Projected,9,18.7,1.5,4.7,4.8,6.4,0.6,4.1,6.3,1.3,0.5,2.9,3,24.2,0.48,0.313,0.741,foxde01
24,Kristaps Porziņģis,Projected,8.4,18.2,2.2,6.5,4.9,5.8,2.3,10,2.6,0.8,1.9,1.8,3.3,24,0.462,0.338,0.855,porzikr01
25,Anthony Davis,Projected,9.2,17.9,0.7,2.6,4.9,6.5,2.4,9.5,3.3,1.3,2.1,2.2,2.4,23.9,0.513,0.258,0.746,davisan02
26,Klay Thompson,Projected,8.8,20.6,4,10.4,1.9,2.1,0.7,5,3.4,0.7,0.7,1.7,2.2,23.5,0.428,0.379,0.872,thompkl01
27,Collin Sexton,Projected,8.6,17.9,1.6,4.6,4.5,5.6,1.1,3.7,3.9,1.1,0.2,2.8,2.6,23.3,0.478,0.356,0.813,sextoco01
28,James Harden,Projected,6.7,15.8,2.5,7.4,6.9,7.9,0.9,7.3,9.4,1.3,0.6,4.1,2.4,22.9,0.425,0.338,0.868,hardeja01
29,CJ McCollum,Projected,8.8,19.3,3.1,8,2.1,2.9,0.8,4.5,5,1.1,0.4,1.9,2.1,22.8,0.456,0.387,0.724,mccolcj01
30,Anthony Edwards,Projected,8.1,18.1,3,8.3,3.3,4.2,1,5.3,3.9,1.5,0.7,2.6,2.2,22.5,0.448,0.362,0.792,edwaran01
31,LaMelo Ball,Projected,7.9,17.8,3.1,7.7,3.2,3.8,1.6,7.6,8.3,1.8,0.5,3.4,3.4,22.1,0.446,0.395,0.848,ballla01
32,Jimmy Butler,Projected,7.2,15.1,0.6,2.3,7.1,8.3,1.9,6.6,6.2,1.8,0.5,2.3,1.7,22.1,0.477,0.247,0.86,butleji01
33,Jordan Clarkson,Projected,8.1,19.1,3.4,10.2,2.5,3,1.1,4.8,3.3,1.1,0.3,2.2,2.4,22,0.423,0.33,0.842,clarkjo01
34,Khris Middleton,Projected,7.8,17.1,2.6,6.7,3.9,4.4,0.8,6.2,5.8,1.2,0.3,3,2.7,22,0.455,0.384,0.889,middlkh01
35,Jordan Poole,Projected,7.4,16.4,3.3,8.9,3.8,4.2,0.6,4.1,4.6,1,0.4,2.6,3.1,21.8,0.449,0.366,0.908,poolejo01
36,Dillon Brooks,Projected,8.2,19.2,2.2,6.4,3.1,3.8,1.1,4.1,3.1,1.4,0.4,2.1,4.2,21.7,0.427,0.337,0.827,brookdi01
37,Jaren Jackson Jr.,Projected,7.4,17.1,2.3,6.9,4.6,5.6,2,7.6,1.7,1.2,2.8,2.1,4.5,21.7,0.433,0.336,0.822,jacksja02
38,Pascal Siakam,Projected,8.1,17,1.2,3.7,4,5.2,1.7,7.8,4.7,1.2,0.6,2.5,3.1,21.6,0.479,0.333,0.773,siakapa01
39,D'Angelo Russell,Projected,7.4,17.5,3.2,9,3.5,4.3,0.5,3.9,7.6,1.2,0.4,3,2.2,21.5,0.423,0.356,0.812,russeda01
41,Tyler Herro,Projected,7.9,17.4,2.8,7,2.9,3.3,0.6,5.8,4.3,0.8,0.2,2.6,1.6,21.4,0.454,0.397,0.856,herroty01
40,Jerami Grant,Projected,7.2,16.5,2.2,6,5,5.9,0.8,4.8,2.7,0.9,1.1,2,2.6,21.4,0.433,0.358,0.833,grantje01
42,Boban Marjanović,Projected,8.6,16.3,0.8,2.5,3.4,4.7,3.5,11.8,2,0.5,0.8,2.6,4.5,21.4,0.529,0.305,0.718,marjabo01
43,Christian Wood,Projected,7.8,15.4,2.1,5.6,3.6,5.6,2,11.3,2.5,0.9,1.2,2.2,2.8,21.4,0.509,0.386,0.642,woodch01
44,Julius Randle,Projected,7.5,17.5,1.8,5.3,4.4,5.7,1.6,9.9,5.2,0.8,0.5,3.3,3,21.2,0.43,0.339,0.771,randlju01
45,Markus Howard,Projected,7.2,17.3,3.8,10.2,2.9,3.5,0.8,4.4,2.7,1.3,0.3,2,3.3,21.1,0.415,0.37,0.833,howarma02
46,Jonas Valančiūnas,Projected,8.3,15,0.8,2.3,3.5,4.4,3.9,13.9,2.8,0.7,1,2.6,3.8,20.9,0.554,0.359,0.801,valanjo01
48,Nikola Vučević,Projected,8.6,18.4,1.9,5.5,1.7,2.1,2.1,11.8,3.7,1,0.9,2,2.5,20.8,0.471,0.344,0.786,vucevni01
47,Montrezl Harrell,Projected,8.1,13.1,0.2,0.6,4.4,6.2,3.3,9.3,2.7,0.8,1,1.7,3,20.8,0.619,0.259,0.708,harremo01
50,Caris LeVert,Projected,7.9,17.8,1.8,5.5,3.1,4.1,0.9,4.7,5.2,1.2,0.5,2.3,2.6,20.7,0.442,0.327,0.767,leverca01
49,Darius Garland,Projected,7.7,16.6,2.4,6.2,2.8,3.2,0.6,3.3,7.8,1.3,0.1,3.4,1.9,20.7,0.465,0.392,0.881,garlada01
51,Norman Powell,Projected,7,14.8,2.6,6.4,4.1,4.9,0.6,3.8,2.3,1.2,0.4,1.8,2.6,20.7,0.469,0.411,0.831,powelno01
52,Malcolm Brogdon,Projected,7.5,16.8,2.1,6,3.5,4.1,1.1,5.6,6.3,0.9,0.4,2.3,2.2,20.6,0.448,0.346,0.857,brogdma01
53,Terry Rozier,Projected,7.5,16.8,3.2,8.4,2.3,2.8,0.8,4.7,4.6,1.3,0.4,1.7,1.8,20.5,0.444,0.381,0.84,roziete01
55,Kevin Love,Projected,6.7,15.8,3.6,9.5,3.4,4,1.6,10.9,3.5,0.7,0.4,2.2,2.1,20.4,0.426,0.38,0.832,loveke01
54,Bojan Bogdanović,Projected,6.9,15.4,3,7.7,3.7,4.3,0.9,4.8,2.2,0.6,0.1,2.1,2,20.4,0.445,0.385,0.864,bogdabo02
59,Russell Westbrook,Projected,7.7,17.5,1.1,3.8,3.8,5.6,1.5,8.6,8.3,1.1,0.3,4.2,3.1,20.3,0.44,0.298,0.669,westbru01
58,Victor Oladipo,Projected,7.3,17.2,2.5,7.3,3.2,4.2,0.6,5.4,4.8,1.3,0.4,2.8,2.7,20.3,0.424,0.345,0.758,oladivi01
57,Desmond Bane,Projected,7.5,15.9,3.4,7.7,2,2.2,0.8,5.4,3.3,1.4,0.5,1.7,3,20.3,0.471,0.44,0.885,banede01
56,Bam Adebayo,Projected,7.7,13.7,0.1,0.4,4.8,6.2,2.6,10.6,4.6,1.4,1,2.8,2.9,20.3,0.563,0.279,0.765,adebaba01
61,Dejounte Murray,Projected,8.1,17.6,1.3,4,2.6,3.2,1.2,8.4,8.1,2,0.3,2.5,2.2,20.2,0.463,0.331,0.795,murrade01
60,John Collins,Projected,7.8,14.4,1.5,4,3.1,3.8,2.2,9.2,2,0.7,1.2,1.5,3.5,20.2,0.544,0.383,0.809,collijo01
62,RJ Barrett,Projected,7.1,16.6,2,5.3,3.9,5.3,1,6.2,3.2,0.7,0.3,2.1,2.3,20.1,0.43,0.367,0.726,barrerj01
63,Jonathan Kuminga,Projected,7.3,13.9,1.6,4.6,3.9,5.5,1.7,7.3,2.2,1,0.7,2.2,4.1,20,0.523,0.352,0.704,kuminjo01
65,Jalen Green,Projected,7,15.8,2.7,7.5,3.2,4,0.6,4.1,3.1,0.8,0.3,2.2,1.8,19.9,0.444,0.358,0.805,greenja05
64,DeMarcus Cousins,Projected,7,15.6,2,6.2,3.9,5.2,3.1,12.4,3.6,1.6,1,3.7,6,19.9,0.447,0.32,0.752,couside01
66,Domantas Sabonis,Projected,7.6,13.6,0.7,2.3,4,5.4,3,12.3,5.8,1.1,0.5,3.2,3.3,19.9,0.557,0.32,0.741,sabondo01
69,Andrew Wiggins,Projected,7.5,16,2.3,6,2.5,3.7,1.3,5.2,2.7,1.1,0.9,1.8,2.4,19.8,0.47,0.385,0.673,wiggian01
67,Michael Porter Jr.,Projected,7.6,14.9,2.7,6.7,1.9,2.4,1.7,8.4,1.8,0.9,0.9,1.6,2.5,19.8,0.51,0.404,0.778,portemi01
68,Naz Reid,Projected,7.4,14.6,1.7,4.9,3.3,4.4,2.7,8.8,2.2,1.1,2,2.1,4.8,19.8,0.505,0.355,0.748,reidna01
71,Kelly Oubre Jr.,Projected,7.2,16.1,2.8,8.3,2.5,3.6,1.5,6,1.6,1.3,0.7,1.4,3.2,19.7,0.444,0.342,0.695,oubreke01
70,LaMarcus Aldridge,Projected,8,15.6,0.9,2.7,2.8,3.3,2,7.9,2,0.6,1.5,1.6,2.7,19.7,0.511,0.346,0.85,aldrila01
74,Anfernee Simons,Projected,7,15.6,3.6,8.8,2.1,2.4,0.6,3.9,4.2,0.7,0.2,2.1,2.6,19.6,0.446,0.413,0.865,simonan01
73,Jrue Holiday,Projected,7.7,15.6,2.1,5.3,2.2,2.9,1.2,5,7,1.7,0.6,2.8,2.2,19.6,0.491,0.394,0.759,holidjr01
72,Deandre Ayton,Projected,8.6,13.8,0.2,0.6,2.3,3,3.4,12.3,1.9,0.8,1.1,1.9,3.1,19.6,0.624,0.337,0.762,aytonde01
75,Cade Cunningham,Projected,7.5,17.4,2,6.1,2.5,3,1.1,6.3,6.1,1.4,0.8,3.8,3.3,19.5,0.432,0.329,0.847,cunnica01
76,Isaiah Jackson,Projected,7.5,13.6,0.7,2,3.7,5.3,3.5,9.4,1.4,1.6,2.9,2.4,5.2,19.5,0.554,0.349,0.707,jacksis01
77,Derrick Rose,Projected,7.6,16.6,1.7,4.5,2.5,2.9,0.9,4.2,5.8,1.3,0.6,2.4,1.4,19.4,0.458,0.375,0.878,rosede01
78,Bones Hyland,Projected,6.4,15.3,3.5,9.3,3,3.5,0.5,5.5,5.2,1.2,0.6,2.3,4,19.3,0.42,0.376,0.853,hylanbo01
79,Moritz Wagner,Projected,6.7,13.6,2.1,6.3,3.7,4.5,1.6,8.3,3.1,1,0.6,2.1,4.7,19.3,0.495,0.338,0.811,wagnemo01
80,Jared Harper,Projected,7,14.7,2.3,6.1,2.9,3.5,1.5,5.6,5.2,1.5,0.7,2.1,3.1,19.2,0.478,0.373,0.819,harpeja01
84,Fred VanVleet,Projected,6.4,15.9,3.3,8.9,2.9,3.4,0.6,4.3,6.2,1.6,0.6,2.3,2.4,19.1,0.402,0.374,0.87,vanvlfr01
83,Jaylen Nowell,Projected,7.1,15.1,2.3,6.1,2.6,3.2,0.9,4.8,4.3,1,0.5,1.4,2.8,19.1,0.469,0.378,0.799,nowelja01
82,Mike Muscala,Projected,6.5,14.5,3.7,9.3,2.4,2.9,1.2,7.4,1.8,0.9,1.1,1.1,3.3,19.1,0.448,0.399,0.844,muscami01
81,Miles Bridges,Projected,7.1,14.3,2,5.7,2.9,3.6,1.3,7.2,3.5,0.9,0.9,1.9,2.5,19.1,0.495,0.354,0.815,bridgmi02
86,Kemba Walker,Projected,6.5,15.8,3,8.3,3,3.4,0.6,4.5,5.1,1.1,0.4,2.1,1.7,19,0.413,0.362,0.861,walkeke02
85,JaVale McGee,Projected,8,13.7,0.3,0.9,2.8,4,4.4,13.5,1.6,0.8,2.4,2.9,5.5,19,0.585,0.289,0.688,mcgeeja01
87,Tobias Harris,Projected,7.4,15.2,1.5,4,2.6,3.1,1.1,7.1,3.6,0.8,0.7,1.7,2.3,18.9,0.486,0.371,0.848,harrito02
88,Terence Davis,Projected,6.9,15.7,3.1,8.6,2,2.4,0.9,6.1,3,1.5,0.6,2.1,3.8,18.8,0.438,0.358,0.819,daviste02
89,Tim Hardaway Jr.,Projected,6.6,15.6,3.2,8.9,2.4,3.1,0.4,4.4,2.5,0.9,0.2,1.1,2.2,18.8,0.421,0.364,0.787,hardati02
90,Bobby Portis,Projected,7.5,15.4,2.2,5.5,1.6,2.1,3,11.3,1.8,1,0.8,1.6,3,18.8,0.488,0.404,0.753,portibo01
91,Immanuel Quickley,Projected,6,14.9,2.9,7.9,3.8,4.3,0.7,4.9,5,1.1,0.2,1.9,3.2,18.8,0.406,0.367,0.882,quickim01
92,Bogdan Bogdanović,Projected,6.8,15.4,3.4,8.8,1.7,2.1,0.6,4.8,3.9,1.3,0.3,1.5,2.7,18.7,0.441,0.383,0.832,bogdabo01
97,Isaiah Thomas,Projected,6.8,16.6,2.7,7.7,2.4,2.9,0.7,3.8,4.1,0.8,0.5,2.2,3.3,18.6,0.407,0.349,0.819,thomais02
93,Cole Anthony,Projected,6.4,15.6,2.2,6.3,3.6,4.3,0.7,6.3,6.2,0.9,0.4,2.9,2.9,18.6,0.408,0.349,0.852,anthoco01
95,Marcus Morris,Projected,6.7,15.2,2.6,6.5,2.6,3.1,0.8,5.6,2.2,0.7,0.4,1.6,2.8,18.6,0.441,0.398,0.846,morrima03
94,Keldon Johnson,Projected,6.9,14.4,2,5.2,2.7,3.6,1.4,7.2,2.4,0.9,0.3,1.4,2.3,18.6,0.48,0.396,0.761,johnske04
96,Jusuf Nurkić,Projected,7.2,13.7,0.5,1.6,3.8,5.6,3.6,13.4,3.9,1.4,1,3.1,4.2,18.6,0.525,0.308,0.685,nurkiju01
99,Reggie Jackson,Projected,6.9,17.3,2.6,7.4,2,2.4,0.6,4.3,5.2,0.9,0.2,2.4,2.6,18.5,0.402,0.347,0.835,jacksre01
100,Gary Trent Jr.,Projected,6.6,15.5,3.1,7.9,2.3,2.7,0.5,3.1,2,1.6,0.3,1,2.1,18.5,0.424,0.393,0.839,trentga02
98,Gordon Hayward,Projected,6.8,14.6,2,5,3,3.6,0.9,5.7,4.1,1.1,0.5,2,2,18.5,0.463,0.39,0.839,haywago01
101,Malik Beasley,Projected,6.5,15.8,4.1,10.6,1.3,1.5,0.6,4.5,2.3,0.9,0.2,1.1,1.8,18.4,0.412,0.385,0.823,beaslma01
102,Jalen Brunson,Projected,7.1,14,1.5,3.8,2.6,3.1,0.7,4.7,5.3,0.9,0.1,1.8,2.2,18.3,0.507,0.383,0.827,brunsja01
103,Tyrese Maxey,Projected,6.8,13.9,1.8,4.2,2.9,3.3,0.4,3.6,4.5,0.8,0.5,1.3,2.2,18.3,0.492,0.418,0.868,maxeyty01
107,Buddy Hield,Projected,6.4,15.7,3.9,10.3,1.6,1.8,0.8,5.1,3.5,1,0.4,2.2,2.7,18.2,0.408,0.374,0.857,hieldbu01
104,Carmelo Anthony,Projected,6.4,15.1,2.7,7.2,2.7,3.2,1.1,5.5,1.7,0.9,0.9,1.4,3.3,18.2,0.425,0.375,0.841,anthoca01
106,Luguentz Dort,Projected,6.2,15,2.7,7.8,3.2,3.9,0.9,4.7,2.1,1.1,0.4,1.8,3.2,18.2,0.411,0.344,0.817,dortlu01
109,Kevin Porter Jr.,Projected,6.5,15,2.7,7.2,2.5,3.7,0.9,5.1,6.8,1.3,0.4,3.4,2.9,18.2,0.432,0.374,0.682,porteke02
105,Marvin Bagley III,Projected,7.4,14.6,1,3.3,2.3,3.5,3.2,10.4,1.5,0.7,0.6,1.5,3,18.2,0.51,0.292,0.653,baglema01
111,Franz Wagner,Projected,6.9,14.3,1.5,4.1,2.9,3.3,1.3,5.5,3.5,1,0.5,1.7,2.4,18.2,0.481,0.367,0.864,wagnefr01
108,Malik Monk,Projected,6.7,14.3,2.9,7.4,1.8,2.3,0.7,4.5,3.7,1,0.5,2.1,2.3,18.2,0.471,0.393,0.805,monkma01
110,Day'Ron Sharpe,Projected,7.6,13.6,0.7,2,2.4,3.7,5.9,12.7,2.3,1,1.2,2.5,4.6,18.2,0.557,0.351,0.649,sharpda01
114,Evan Fournier,Projected,6.4,14.9,3.5,8.8,1.8,2.4,0.5,3.4,3,1.2,0.4,1.8,2.8,18.1,0.429,0.391,0.752,fournev01
113,Bryn Forbes,Projected,6.4,14.5,3.5,8.3,1.9,2.2,0.4,3,2,0.7,0.1,1.5,2.5,18.1,0.441,0.419,0.859,forbebr01
115,Trevelin Queen,Projected,6.5,14,2.7,7.2,2.4,2.9,2.1,7.1,3.2,1.6,0.6,2.4,2.9,18.1,0.465,0.37,0.825,queentr01
116,Jalen Smith,Projected,6.8,13.4,1.6,4.7,2.9,3.8,3.5,11.2,1.4,0.7,1.5,1.7,3.5,18.1,0.506,0.338,0.773,smithja04
112,Brandon Clarke,Projected,7.7,12.9,0.4,1.5,2.3,3.4,3.2,9.2,2.5,1.2,1.6,1.1,3,18.1,0.595,0.291,0.684,clarkbr01
118,Doug McDermott,Projected,6.9,14.1,2.9,7,1.5,1.8,0.9,4.2,2,0.4,0.2,1.3,2.5,18,0.486,0.407,0.797,mcderdo01
117,Willy Hernangómez,Projected,6.9,13.2,0.3,1.1,3.8,5.1,5.2,13.5,2.7,0.9,0.8,2,3.6,18,0.525,0.313,0.743,hernawi01
123,Lonnie Walker IV,Projected,6.7,15.8,2.4,7.1,2.2,2.8,0.5,4.2,3.1,0.9,0.4,1.6,2.3,17.9,0.422,0.337,0.792,walkelo01
124,Lou Williams,Projected,6.3,15.6,1.8,4.8,3.6,4.2,0.7,3.9,5.3,1.1,0.2,2.5,1.9,17.9,0.4,0.364,0.853,willilo02
121,Jabari Parker,Projected,6.9,13.9,1.6,4.6,2.5,3.1,1.9,8.1,2.8,1.2,0.7,2.3,3.5,17.9,0.495,0.353,0.814,parkeja01
120,Lauri Markkanen,Projected,6.3,13.7,2.7,7.4,2.6,3,1.2,6.9,1.6,0.9,0.6,1.2,2.4,17.9,0.458,0.373,0.853,markkla01
122,Obi Toppin,Projected,7,13.2,1.5,4.9,2.4,3.2,1.9,7.7,2.3,0.8,0.9,1.6,2.9,17.9,0.527,0.319,0.763,toppiob01
119,Mason Jones,Projected,5.8,12.8,2.1,5.7,4.2,5.8,1.1,6.5,4,1,0.4,2.3,3.1,17.9,0.454,0.364,0.711,jonesma05
130,Duane Washington Jr.,Projected,6.5,15.4,2.9,7.5,1.9,2.4,0.4,3.7,3.3,1,0.2,2.1,2.5,17.8,0.424,0.386,0.767,washidu02
129,Cam Thomas,Projected,6.8,15.1,1.5,5.3,2.7,3.3,0.6,5.3,2.6,1.1,0.3,1.7,2.1,17.8,0.45,0.292,0.83,thomaca02
128,Kyle Kuzma,Projected,6.7,14.9,2.2,6.3,2.2,3.1,1.4,8.5,3.3,0.7,0.9,2.5,2.2,17.8,0.451,0.348,0.716,kuzmaky01
127,Frank Jackson,Projected,6.2,14.6,2.7,7.9,2.7,3.4,0.7,3.5,2,0.8,0.3,1.4,2.7,17.8,0.426,0.338,0.819,jacksfr01
125,Hamidou Diallo,Projected,7,14.3,0.8,2.7,2.9,4.4,1.9,7.8,2.4,1.7,0.6,1.8,3.9,17.8,0.494,0.295,0.659,diallha01
126,Danilo Gallinari,Projected,5.8,13.5,2.6,6.8,3.6,4,0.7,6.4,2.3,0.7,0.3,1.1,2.3,17.8,0.43,0.384,0.899,gallida01
131,Markelle Fultz,Projected,7.2,15.5,0.8,2.6,2.5,3.1,0.8,5,7.5,1.7,0.4,3,2.5,17.7,0.467,0.294,0.792,fultzma01
133,Mike Conley,Projected,6.1,14.3,2.9,7.3,2.4,3,0.9,4,6.5,1.6,0.3,2.3,2.5,17.6,0.43,0.398,0.808,conlemi01
135,Malik Newman,Projected,6.5,13.6,1.8,5.2,2.9,3.6,1.5,6.6,3.7,1.1,0.7,2.2,2.8,17.6,0.475,0.343,0.808,newmama01
136,Eric Paschall,Projected,6.4,13,1.5,4.2,3.3,4.3,1.5,5.9,2.4,0.6,0.3,1.7,2.8,17.6,0.492,0.357,0.758,pascher01
132,Thomas Bryant,Projected,6.8,12.5,1.2,3.5,2.7,3.4,2.3,8.8,2.4,0.7,1.4,1.6,3.4,17.6,0.546,0.346,0.802,bryanth01
134,Nathan Knight,Projected,5.8,12.5,1,3.4,4.9,6.5,3.3,9.6,2.7,1.1,1,2.2,4.1,17.6,0.467,0.296,0.762,knighna01
137,Nickeil Alexander-Walker,Projected,6.4,16.3,2.6,7.9,2,2.6,0.9,5,3.9,1.3,0.6,2.3,2.7,17.5,0.396,0.33,0.747,alexani01
142,Brandon Williams,Projected,6.1,15.2,1.8,5.8,3.6,5,1.2,4.8,5.1,1.3,0.6,3,2.9,17.5,0.398,0.313,0.719,willibr03
138,Saddiq Bey,Projected,5.9,14.5,2.9,8.1,2.7,3.3,1.3,6.1,2.9,1,0.3,1.2,1.8,17.5,0.41,0.365,0.834,beysa01
141,Dennis Schröder,Projected,6.3,14.4,1.6,4.7,3.3,3.9,0.6,4.2,5.8,1.1,0.2,2.8,3,17.5,0.438,0.346,0.846,schrode01
140,Spencer Dinwiddie,Projected,5.8,14,2,6.1,3.8,4.9,0.8,5.1,6.3,0.8,0.3,2.1,2.8,17.5,0.418,0.334,0.776,dinwisp01
139,Wendell Carter Jr.,Projected,6.7,12.7,1.1,3.3,3,4.2,3,12.2,3.1,0.8,0.9,2.1,3.4,17.5,0.527,0.334,0.717,cartewe01
143,Ben McLemore,Projected,5.8,14.5,3.9,10.9,1.8,2.3,0.5,3.5,1.7,1,0.3,1.6,3.1,17.4,0.402,0.362,0.791,mclembe01
145,Coby White,Projected,6.3,14.4,2.9,7.5,2,2.3,0.5,4.5,4.4,0.7,0.3,1.9,2.9,17.4,0.436,0.384,0.866,whiteco01
144,Cameron Oliver,Projected,6.8,13.1,1.7,4.8,2,2.9,1.6,6.8,3.2,1,0.9,1.6,3.4,17.4,0.521,0.351,0.711,oliveca01
148,Cameron Payne,Projected,6.6,15.3,2.1,5.8,2,2.4,0.7,5.1,7.4,1.2,0.5,2.6,3.3,17.3,0.431,0.367,0.846,payneca01
146,Luka Garza,Projected,6.2,13.4,1.6,4.7,3.3,5,4.3,8.6,2.4,0.9,0.6,1.8,4.4,17.3,0.461,0.343,0.661,garzalu01
147,Eric Gordon,Projected,6,13.3,2.7,7.2,2.6,3.4,0.4,2.7,3.2,0.7,0.4,2.3,1.7,17.3,0.45,0.375,0.784,gordoer01
151,Rui Hachimura,Projected,6.7,13.7,1.5,3.7,2.3,3,1.1,6.4,2,0.9,0.3,1.3,2.3,17.2,0.489,0.4,0.758,hachiru01
150,Chris Boucher,Projected,6.1,12.8,1.7,5.2,3.3,4.3,3.5,10.2,1,1,1.9,1.1,3.8,17.2,0.477,0.326,0.779,bouchch01
152,Alperen Şengün,Projected,6.2,12.7,0.8,3,4,5.4,3.3,9.5,4.5,1.4,1.6,3.3,4.8,17.2,0.489,0.278,0.728,sengual01
149,Jarrett Allen,Projected,6.8,10.4,0.1,0.5,3.5,4.9,3.8,12.1,2.1,0.8,1.6,1.8,2,17.2,0.652,0.29,0.708,allenja01
154,James Bouknight,Projected,6,15.4,2,5.6,3,3.6,2.3,6.5,3.4,1,0.3,1.8,3.2,17.1,0.393,0.36,0.846,bouknja01
153,Paris Bass,Projected,6.3,13.8,1.8,5.4,2.9,3.6,1.9,7.2,3.5,1.3,0.7,2.4,3.2,17.1,0.452,0.329,0.802,basspa01
156,Hassan Whiteside,Projected,7,11.5,0.2,0.5,3,4.9,4.5,14.4,1.2,0.7,3,1.9,4.9,17.1,0.606,0.353,0.621,whiteha01
155,Jaxson Hayes,Projected,6.5,10.4,0.5,1.4,3.7,4.8,3,8.6,1.4,0.9,1.4,1.5,3.9,17.1,0.618,0.369,0.764,hayesja02
164,Terrence Ross,Projected,5.9,14.7,2.2,7,2.9,3.4,0.5,4.2,2.8,1,0.4,1.9,2,17,0.403,0.314,0.856,rosste01
162,De'Anthony Melton,Projected,6.1,14.4,2.8,7.4,2,2.6,1.3,6.9,4.4,2.2,0.9,2.4,2.8,17,0.422,0.384,0.767,meltode01
158,Chris Duarte,Projected,6.3,14.3,2.2,5.9,2.2,2.7,1,5.5,2.8,1.3,0.3,2.1,2.3,17,0.44,0.373,0.804,duartch01
165,Marko Simonovic,Projected,5.8,13.5,1.7,5.2,3.6,4.7,2.2,7.4,3.1,1.1,0.8,2,3.4,17,0.432,0.336,0.762,simonma01
157,Ahmad Caver,Projected,6.3,13.3,1.9,5.2,2.5,3.3,1.5,6.6,3.7,1.1,0.7,2,2.9,17,0.474,0.357,0.778,caverah01
